GENRE,GENRE_Pred_NB,GENRE_Pred_NB_oversampled,GENRE_Pred_NB_undersampled,GENRE_Pred_logistic_reg,GENRE_Pred_logistic_reg_oversampled,GENRE_Pred_logistic_reg_undersampled
comedy,documentary,comedy,comedy,comedy,comedy,comedy
short,drama,thriller,mystery,drama,mystery,mystery
drama,drama,action,crime,drama,drama,drama
western,drama,western,western,drama,comedy,adult
drama,drama,drama,drama,drama,drama,drama
drama,drama,crime,horror,drama,thriller,horror
reality-tv,documentary,documentary,news,documentary,documentary,news
documentary,documentary,documentary,documentary,documentary,short,documentary
short,drama,thriller,horror,drama,thriller,horror
documentary,documentary,documentary,reality-tv,documentary,documentary,reality-tv
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,news,documentary,documentary,news
drama,drama,drama,drama,drama,drama,drama
adult,documentary,adult,adult,short,short,adult
drama,documentary,action,crime,documentary,documentary,crime
documentary,documentary,documentary,sci-fi,documentary,documentary,documentary
drama,comedy,comedy,comedy,comedy,comedy,comedy
comedy,drama,comedy,short,comedy,comedy,short
short,documentary,short,short,short,short,short
documentary,documentary,documentary,documentary,documentary,documentary,documentary
western,drama,western,western,western,western,western
short,documentary,short,talk-show,short,short,talk-show
comedy,drama,drama,romance,comedy,comedy,romance
documentary,documentary,documentary,biography,documentary,documentary,biography
drama,drama,drama,drama,drama,drama,drama
music,drama,music,music,drama,music,romance
short,documentary,short,reality-tv,short,short,reality-tv
documentary,documentary,sport,sport,documentary,documentary,sport
comedy,drama,comedy,game-show,comedy,comedy,game-show
drama,drama,drama,thriller,drama,drama,comedy
comedy,drama,family,horror,drama,family,family
adult,drama,adult,game-show,comedy,adult,game-show
drama,drama,drama,drama,drama,drama,drama
talk-show,documentary,talk-show,talk-show,talk-show,talk-show,talk-show
documentary,documentary,music,music,documentary,documentary,music
documentary,documentary,documentary,sci-fi,documentary,documentary,sci-fi
thriller,drama,thriller,thriller,drama,drama,crime
sci-fi,documentary,sci-fi,sci-fi,sci-fi,sci-fi,sci-fi
thriller,drama,thriller,crime,thriller,action,crime
short,documentary,short,biography,documentary,documentary,short
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,thriller,drama,drama,thriller
documentary,documentary,documentary,reality-tv,documentary,short,reality-tv
drama,drama,drama,horror,drama,drama,horror
short,drama,fantasy,fantasy,drama,drama,animation
thriller,drama,thriller,sci-fi,thriller,thriller,action
horror,documentary,horror,horror,horror,horror,horror
comedy,drama,comedy,adult,comedy,comedy,adult
short,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,news,documentary,comedy,news
documentary,documentary,documentary,short,documentary,documentary,history
comedy,drama,thriller,mystery,comedy,comedy,mystery
documentary,documentary,horror,horror,documentary,documentary,documentary
comedy,drama,drama,drama,drama,drama,drama
documentary,documentary,documentary,war,drama,drama,war
documentary,documentary,music,horror,horror,horror,horror
horror,drama,horror,horror,horror,thriller,horror
comedy,documentary,romance,talk-show,comedy,comedy,talk-show
comedy,documentary,adult,adult,short,short,adult
adventure,drama,adult,adult,comedy,adult,adventure
short,drama,drama,documentary,documentary,documentary,romance
drama,drama,comedy,romance,drama,drama,family
documentary,documentary,music,music,comedy,comedy,talk-show
horror,drama,horror,horror,drama,drama,horror
documentary,documentary,reality-tv,horror,documentary,short,sport
short,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,comedy,drama,drama,drama,drama
mystery,drama,short,drama,comedy,short,family
comedy,drama,western,drama,comedy,comedy,drama
documentary,documentary,documentary,news,documentary,documentary,biography
documentary,documentary,short,romance,drama,drama,short
comedy,drama,drama,romance,drama,drama,romance
fantasy,drama,drama,horror,drama,drama,horror
documentary,drama,short,sci-fi,short,short,sci-fi
documentary,documentary,documentary,drama,documentary,documentary,drama
news,documentary,news,news,documentary,news,news
documentary,documentary,sport,sport,comedy,sport,sport
drama,drama,drama,romance,drama,drama,romance
comedy,drama,action,sci-fi,drama,action,action
crime,drama,thriller,thriller,drama,mystery,mystery
drama,drama,romance,romance,drama,comedy,romance
crime,drama,crime,thriller,drama,thriller,mystery
comedy,documentary,comedy,music,comedy,comedy,music
drama,drama,adventure,biography,drama,comedy,biography
drama,drama,family,reality-tv,drama,short,talk-show
horror,drama,thriller,mystery,drama,thriller,mystery
thriller,drama,sci-fi,thriller,thriller,thriller,thriller
documentary,documentary,documentary,sci-fi,documentary,short,sci-fi
short,drama,drama,thriller,drama,comedy,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,drama,drama,drama,drama
action,documentary,action,war,action,action,war
documentary,documentary,war,war,documentary,short,history
documentary,documentary,sport,sport,documentary,sport,sport
drama,drama,short,horror,short,short,family
documentary,documentary,war,war,documentary,documentary,war
drama,drama,reality-tv,reality-tv,drama,reality-tv,musical
comedy,drama,comedy,romance,comedy,comedy,animation
documentary,documentary,short,documentary,documentary,drama,documentary
drama,drama,thriller,thriller,drama,drama,thriller
drama,drama,drama,drama,drama,drama,adult
thriller,drama,drama,thriller,drama,drama,thriller
drama,drama,short,crime,drama,crime,crime
horror,drama,horror,horror,horror,horror,horror
documentary,documentary,music,music,documentary,documentary,music
documentary,documentary,documentary,drama,documentary,documentary,comedy
comedy,drama,adult,thriller,drama,adult,western
action,drama,action,action,documentary,action,action
drama,drama,drama,fantasy,drama,drama,fantasy
comedy,documentary,short,talk-show,comedy,short,comedy
documentary,drama,family,family,documentary,family,family
comedy,documentary,sport,sport,documentary,action,sport
comedy,drama,drama,drama,drama,drama,drama
adventure,documentary,family,family,family,family,family
horror,drama,horror,horror,horror,horror,horror
comedy,drama,drama,romance,drama,drama,biography
western,drama,western,western,western,western,western
documentary,documentary,documentary,news,documentary,documentary,news
thriller,drama,action,war,drama,action,mystery
drama,drama,romance,thriller,drama,short,romance
short,documentary,short,short,short,short,short
short,documentary,comedy,short,short,short,action
comedy,drama,comedy,drama,drama,drama,drama
crime,drama,crime,crime,crime,crime,crime
documentary,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,comedy,comedy,comedy,comedy,comedy
sport,documentary,sport,sport,sport,sport,sport
romance,drama,short,romance,romance,romance,romance
drama,drama,drama,drama,drama,drama,drama
action,drama,thriller,horror,drama,thriller,fantasy
drama,documentary,sci-fi,sci-fi,documentary,animation,sci-fi
documentary,documentary,documentary,history,documentary,documentary,history
documentary,documentary,action,music,documentary,family,sport
documentary,documentary,talk-show,news,documentary,documentary,news
comedy,drama,family,family,comedy,family,animation
comedy,drama,comedy,family,comedy,comedy,family
drama,drama,short,horror,comedy,comedy,news
documentary,documentary,documentary,documentary,documentary,documentary,documentary
western,drama,western,western,western,western,western
music,documentary,documentary,music,short,short,music
thriller,drama,horror,sci-fi,drama,drama,sci-fi
short,documentary,documentary,game-show,documentary,documentary,animation
short,drama,horror,horror,horror,horror,horror
horror,drama,horror,horror,thriller,horror,sci-fi
short,drama,horror,drama,drama,horror,drama
reality-tv,documentary,game-show,game-show,reality-tv,reality-tv,game-show
comedy,drama,comedy,adult,comedy,comedy,adult
news,documentary,documentary,news,documentary,documentary,news
documentary,documentary,music,talk-show,documentary,documentary,talk-show
comedy,documentary,comedy,news,comedy,comedy,news
comedy,drama,comedy,game-show,comedy,comedy,thriller
documentary,documentary,documentary,biography,documentary,documentary,biography
documentary,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,action,war,thriller,adventure,war
drama,drama,drama,war,drama,drama,war
drama,drama,horror,horror,horror,adventure,horror
war,documentary,war,war,war,war,war
short,drama,drama,horror,drama,drama,horror
drama,drama,thriller,war,drama,drama,drama
comedy,drama,comedy,adult,comedy,comedy,adult
documentary,documentary,documentary,documentary,documentary,documentary,documentary
horror,drama,horror,horror,horror,horror,horror
drama,drama,thriller,drama,drama,thriller,drama
comedy,drama,drama,romance,comedy,comedy,romance
documentary,documentary,documentary,romance,documentary,documentary,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,romance,romance,drama,romance,romance
drama,documentary,fantasy,biography,documentary,documentary,biography
documentary,documentary,documentary,history,documentary,documentary,history
documentary,documentary,documentary,news,documentary,documentary,news
documentary,documentary,documentary,sci-fi,documentary,documentary,sci-fi
drama,drama,comedy,reality-tv,comedy,reality-tv,reality-tv
comedy,drama,comedy,drama,comedy,comedy,drama
animation,documentary,action,sci-fi,action,action,action
family,drama,horror,horror,horror,family,horror
documentary,documentary,sport,sport,documentary,sport,sport
comedy,documentary,comedy,talk-show,comedy,comedy,talk-show
comedy,drama,horror,horror,horror,comedy,horror
comedy,drama,drama,horror,comedy,comedy,comedy
music,drama,music,drama,drama,music,action
drama,drama,drama,action,drama,drama,history
documentary,documentary,documentary,thriller,documentary,documentary,documentary
short,documentary,documentary,documentary,documentary,documentary,documentary
documentary,drama,drama,adult,documentary,documentary,adult
documentary,documentary,documentary,drama,documentary,documentary,biography
drama,drama,drama,war,drama,drama,war
comedy,drama,drama,mystery,drama,crime,mystery
short,documentary,documentary,sci-fi,documentary,documentary,sci-fi
horror,documentary,horror,horror,horror,horror,game-show
drama,drama,thriller,thriller,drama,drama,drama
drama,drama,comedy,romance,drama,comedy,biography
drama,drama,drama,romance,drama,drama,romance
romance,drama,romance,romance,comedy,comedy,romance
news,documentary,documentary,news,documentary,documentary,news
reality-tv,documentary,talk-show,reality-tv,documentary,short,reality-tv
reality-tv,documentary,music,music,music,music,music
thriller,drama,thriller,thriller,comedy,comedy,thriller
short,documentary,short,short,short,short,short
documentary,documentary,romance,documentary,documentary,documentary,documentary
drama,drama,romance,thriller,drama,horror,thriller
thriller,drama,western,thriller,comedy,comedy,comedy
drama,drama,drama,western,drama,drama,western
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,family,drama,drama,family
comedy,drama,horror,horror,drama,drama,animation
drama,documentary,sci-fi,sci-fi,drama,sci-fi,fantasy
documentary,documentary,documentary,sport,documentary,documentary,sport
comedy,drama,romance,romance,comedy,comedy,family
short,documentary,documentary,sci-fi,documentary,documentary,history
music,documentary,music,music,documentary,music,music
documentary,documentary,documentary,documentary,documentary,documentary,documentary
family,drama,drama,horror,drama,drama,horror
drama,drama,western,thriller,drama,musical,action
documentary,documentary,talk-show,talk-show,comedy,comedy,talk-show
drama,drama,drama,romance,drama,drama,musical
horror,drama,horror,horror,horror,horror,horror
short,drama,drama,biography,drama,drama,biography
drama,drama,drama,war,drama,drama,war
talk-show,documentary,news,talk-show,talk-show,talk-show,talk-show
drama,drama,western,western,drama,western,western
drama,drama,drama,drama,drama,drama,drama
comedy,drama,comedy,thriller,comedy,comedy,animation
drama,drama,drama,fantasy,drama,drama,romance
family,documentary,comedy,game-show,comedy,talk-show,talk-show
drama,drama,crime,horror,drama,horror,horror
thriller,drama,action,thriller,drama,action,action
drama,drama,drama,drama,drama,drama,drama
comedy,comedy,comedy,comedy,comedy,comedy,comedy
western,drama,western,western,comedy,western,western
drama,drama,adult,adult,drama,short,adult
thriller,drama,thriller,thriller,short,thriller,short
comedy,drama,musical,musical,comedy,musical,musical
documentary,documentary,sci-fi,sci-fi,documentary,sci-fi,sci-fi
comedy,drama,comedy,game-show,comedy,comedy,reality-tv
romance,drama,drama,drama,drama,drama,drama
drama,drama,drama,thriller,drama,drama,drama
drama,drama,drama,horror,drama,horror,horror
documentary,documentary,documentary,music,documentary,documentary,music
drama,drama,drama,fantasy,drama,drama,fantasy
drama,drama,drama,drama,drama,drama,drama
drama,drama,short,family,drama,family,family
documentary,documentary,documentary,documentary,documentary,documentary,biography
documentary,documentary,music,music,documentary,music,talk-show
comedy,drama,comedy,family,drama,comedy,animation
reality-tv,drama,reality-tv,romance,drama,drama,fantasy
reality-tv,documentary,documentary,documentary,documentary,documentary,documentary
action,documentary,fantasy,fantasy,action,fantasy,fantasy
drama,drama,romance,romance,drama,drama,romance
documentary,documentary,documentary,biography,documentary,documentary,biography
drama,drama,comedy,horror,comedy,comedy,comedy
thriller,drama,talk-show,talk-show,drama,thriller,talk-show
drama,drama,romance,drama,drama,drama,drama
drama,drama,romance,thriller,drama,short,thriller
drama,drama,drama,drama,drama,drama,drama
drama,drama,mystery,mystery,drama,mystery,mystery
drama,drama,drama,romance,drama,drama,romance
comedy,drama,comedy,romance,comedy,comedy,drama
drama,drama,drama,drama,drama,drama,drama
documentary,documentary,documentary,war,documentary,documentary,war
comedy,drama,comedy,comedy,comedy,comedy,comedy
action,documentary,action,sci-fi,action,action,crime
documentary,documentary,documentary,news,documentary,documentary,news
short,documentary,documentary,talk-show,documentary,documentary,comedy
drama,drama,drama,comedy,drama,comedy,comedy
short,documentary,short,sci-fi,short,sci-fi,sci-fi
documentary,documentary,documentary,documentary,documentary,documentary,documentary
short,documentary,documentary,crime,documentary,documentary,crime
thriller,drama,horror,horror,documentary,reality-tv,horror
documentary,documentary,short,romance,documentary,romance,romance
drama,drama,drama,romance,drama,drama,romance
drama,drama,drama,romance,drama,drama,romance
crime,drama,crime,crime,drama,thriller,mystery
horror,drama,horror,sci-fi,drama,short,sci-fi
documentary,documentary,documentary,war,documentary,documentary,war
comedy,drama,comedy,romance,comedy,comedy,family
comedy,drama,short,romance,comedy,reality-tv,musical
drama,drama,drama,drama,drama,drama,drama
documentary,documentary,documentary,history,documentary,documentary,history
documentary,documentary,documentary,talk-show,documentary,documentary,talk-show
drama,drama,drama,thriller,drama,drama,thriller
drama,drama,short,musical,drama,drama,romance
documentary,drama,drama,drama,drama,drama,drama
short,documentary,short,short,drama,short,short
romance,drama,romance,romance,comedy,romance,romance
drama,drama,drama,crime,drama,drama,crime
documentary,documentary,documentary,music,documentary,documentary,western
action,documentary,sci-fi,fantasy,drama,fantasy,war
drama,documentary,reality-tv,news,comedy,comedy,news
comedy,drama,family,thriller,drama,drama,comedy
western,drama,western,western,western,western,western
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,news,documentary,documentary,news
short,drama,short,biography,short,short,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
thriller,drama,sci-fi,war,action,action,war
talk-show,documentary,reality-tv,reality-tv,reality-tv,reality-tv,talk-show
drama,drama,drama,drama,drama,drama,drama
short,documentary,documentary,history,documentary,documentary,history
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,documentary,music,documentary,documentary,music
comedy,drama,drama,romance,drama,drama,short
drama,documentary,documentary,music,documentary,documentary,animation
drama,drama,thriller,thriller,drama,short,action
action,drama,crime,thriller,thriller,thriller,thriller
fantasy,drama,comedy,crime,comedy,comedy,crime
drama,drama,adult,romance,drama,romance,romance
short,documentary,short,short,short,short,short
drama,drama,war,war,drama,drama,war
documentary,drama,documentary,drama,drama,documentary,biography
horror,documentary,sci-fi,horror,documentary,thriller,horror
drama,drama,thriller,mystery,thriller,thriller,mystery
drama,documentary,documentary,sci-fi,documentary,documentary,adult
comedy,documentary,documentary,music,comedy,comedy,music
comedy,drama,thriller,thriller,drama,thriller,thriller
documentary,documentary,documentary,sci-fi,documentary,documentary,documentary
reality-tv,documentary,reality-tv,game-show,documentary,adventure,adventure
drama,drama,drama,romance,drama,drama,romance
documentary,documentary,documentary,biography,documentary,documentary,biography
comedy,documentary,adventure,game-show,comedy,comedy,crime
adventure,drama,thriller,crime,drama,crime,crime
comedy,drama,comedy,short,comedy,comedy,short
drama,documentary,sport,sport,documentary,sport,sport
short,documentary,short,short,short,short,short
thriller,drama,drama,crime,drama,drama,crime
horror,drama,horror,horror,horror,horror,animation
history,documentary,documentary,war,documentary,documentary,war
adventure,drama,adventure,adventure,adventure,adventure,adventure
news,documentary,talk-show,news,documentary,news,news
action,documentary,thriller,thriller,documentary,thriller,mystery
western,drama,western,western,western,western,western
comedy,drama,adventure,war,comedy,adventure,war
mystery,drama,romance,thriller,drama,thriller,thriller
western,drama,western,western,western,western,western
war,drama,action,war,drama,history,war
horror,documentary,horror,horror,horror,horror,news
short,documentary,short,game-show,short,short,short
documentary,documentary,documentary,history,documentary,documentary,history
drama,drama,drama,thriller,short,short,thriller
drama,drama,drama,drama,drama,drama,drama
drama,documentary,documentary,history,documentary,documentary,history
drama,drama,adult,adult,drama,drama,drama
documentary,documentary,music,music,documentary,documentary,biography
talk-show,documentary,talk-show,talk-show,documentary,talk-show,talk-show
drama,drama,thriller,musical,drama,thriller,biography
documentary,documentary,documentary,news,documentary,documentary,documentary
documentary,documentary,biography,musical,documentary,documentary,musical
talk-show,documentary,music,musical,documentary,musical,musical
short,drama,short,horror,short,short,horror
documentary,drama,documentary,drama,documentary,documentary,adult
documentary,documentary,documentary,game-show,documentary,documentary,game-show
comedy,documentary,documentary,talk-show,comedy,reality-tv,talk-show
short,drama,thriller,thriller,drama,thriller,thriller
drama,documentary,documentary,documentary,documentary,documentary,documentary
horror,drama,horror,horror,horror,horror,horror
comedy,drama,comedy,horror,comedy,comedy,horror
documentary,documentary,documentary,short,documentary,short,short
documentary,documentary,history,war,documentary,documentary,history
drama,drama,drama,romance,drama,drama,romance
horror,drama,horror,horror,horror,horror,horror
horror,drama,drama,horror,drama,drama,horror
comedy,drama,horror,horror,comedy,comedy,horror
sport,documentary,documentary,music,documentary,documentary,sport
drama,drama,family,documentary,drama,drama,romance
drama,drama,thriller,thriller,drama,short,drama
drama,drama,comedy,comedy,comedy,comedy,comedy
drama,drama,drama,comedy,drama,short,comedy
comedy,drama,adult,adult,drama,thriller,adult
documentary,documentary,documentary,musical,documentary,documentary,musical
documentary,documentary,reality-tv,short,documentary,documentary,romance
fantasy,documentary,talk-show,talk-show,comedy,fantasy,talk-show
drama,drama,drama,thriller,documentary,short,thriller
documentary,documentary,history,sci-fi,documentary,sci-fi,history
animation,documentary,sci-fi,crime,comedy,animation,crime
thriller,drama,action,thriller,thriller,action,mystery
documentary,documentary,documentary,biography,documentary,documentary,biography
documentary,documentary,documentary,documentary,documentary,documentary,documentary
documentary,documentary,horror,horror,horror,horror,horror
adventure,documentary,documentary,sport,documentary,documentary,sport
drama,drama,drama,drama,drama,drama,mystery
western,drama,western,western,western,western,western
family,drama,drama,drama,drama,drama,drama
drama,drama,drama,romance,drama,drama,romance
comedy,documentary,reality-tv,game-show,short,short,short
horror,drama,horror,horror,drama,drama,horror
documentary,documentary,documentary,war,documentary,documentary,war
documentary,documentary,biography,biography,documentary,documentary,history
documentary,documentary,sport,game-show,documentary,documentary,game-show
documentary,documentary,music,news,documentary,comedy,news
drama,drama,drama,drama,drama,drama,drama
horror,drama,drama,horror,drama,drama,horror
documentary,drama,drama,drama,drama,drama,drama
drama,drama,drama,drama,drama,drama,drama
short,drama,short,horror,comedy,comedy,horror
reality-tv,documentary,music,music,comedy,reality-tv,music
drama,drama,drama,horror,drama,drama,horror
drama,drama,drama,drama,drama,drama,drama
comedy,drama,horror,horror,comedy,horror,reality-tv
drama,drama,comedy,drama,comedy,comedy,drama
drama,drama,biography,drama,drama,drama,romance
short,drama,horror,horror,horror,horror,horror
documentary,documentary,documentary,talk-show,documentary,documentary,reality-tv
documentary,drama,short,thriller,short,short,short
documentary,documentary,documentary,news,documentary,documentary,history
drama,drama,action,drama,drama,action,crime
documentary,documentary,documentary,sci-fi,documentary,documentary,documentary
animation,drama,adventure,sci-fi,drama,animation,fantasy
drama,drama,drama,horror,drama,drama,horror
drama,drama,drama,romance,drama,drama,romance
fantasy,documentary,animation,fantasy,animation,animation,animation
animation,drama,horror,horror,comedy,horror,mystery
fantasy,drama,sci-fi,sci-fi,short,short,animation
comedy,documentary,comedy,comedy,comedy,comedy,comedy
comedy,drama,horror,horror,horror,horror,horror
drama,documentary,news,news,documentary,documentary,talk-show
short,drama,horror,thriller,drama,horror,fantasy
comedy,drama,comedy,drama,drama,horror,drama
romance,drama,romance,romance,drama,romance,romance
family,documentary,music,talk-show,documentary,talk-show,news
documentary,documentary,documentary,drama,documentary,documentary,drama
reality-tv,documentary,reality-tv,game-show,documentary,reality-tv,game-show
drama,drama,drama,drama,drama,romance,romance
comedy,drama,comedy,romance,comedy,comedy,short
drama,drama,drama,action,drama,comedy,action
short,documentary,short,war,documentary,short,war
drama,documentary,family,musical,drama,family,musical
short,drama,short,action,short,short,action
comedy,drama,horror,horror,horror,horror,horror
romance,drama,thriller,thriller,drama,thriller,animation
musical,drama,musical,musical,drama,musical,musical
comedy,documentary,short,short,documentary,short,short
horror,drama,horror,horror,short,short,mystery
adventure,drama,horror,sci-fi,short,sci-fi,sci-fi
comedy,drama,comedy,comedy,comedy,comedy,comedy
action,drama,romance,romance,drama,romance,romance
short,documentary,documentary,documentary,documentary,documentary,history
drama,drama,musical,music,drama,drama,biography
documentary,documentary,documentary,history,documentary,documentary,war
comedy,drama,drama,drama,drama,drama,comedy
documentary,documentary,documentary,news,documentary,documentary,animation
romance,drama,romance,romance,drama,comedy,romance
documentary,documentary,documentary,documentary,documentary,documentary,history
horror,drama,horror,horror,drama,horror,horror
family,documentary,news,news,comedy,family,news
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,musical,comedy,comedy,romance
drama,drama,drama,romance,drama,drama,adult
short,documentary,short,short,short,short,short
documentary,documentary,documentary,documentary,documentary,documentary,documentary
romance,drama,romance,romance,drama,romance,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,family,family,drama,family,family
short,documentary,short,sci-fi,short,short,sci-fi
comedy,drama,comedy,drama,comedy,comedy,drama
short,drama,crime,crime,drama,crime,crime
documentary,documentary,documentary,war,documentary,documentary,war
drama,drama,documentary,reality-tv,drama,action,history
drama,drama,crime,action,drama,drama,action
biography,documentary,documentary,biography,drama,drama,biography
drama,drama,drama,romance,drama,drama,romance
sci-fi,documentary,sci-fi,sci-fi,documentary,sci-fi,sci-fi
adult,drama,adult,crime,comedy,comedy,crime
drama,drama,comedy,thriller,drama,drama,comedy
short,documentary,documentary,documentary,documentary,documentary,documentary
short,documentary,documentary,news,documentary,documentary,adventure
documentary,documentary,documentary,documentary,documentary,documentary,adult
drama,documentary,documentary,romance,documentary,documentary,romance
thriller,drama,horror,horror,drama,horror,horror
documentary,documentary,documentary,biography,documentary,documentary,biography
sport,documentary,sport,sport,sport,sport,sport
comedy,drama,comedy,horror,comedy,comedy,horror
drama,drama,drama,mystery,drama,drama,horror
thriller,documentary,sci-fi,horror,horror,horror,horror
comedy,drama,documentary,game-show,documentary,documentary,short
documentary,documentary,short,war,documentary,documentary,war
comedy,drama,comedy,drama,comedy,comedy,drama
short,documentary,short,fantasy,short,fantasy,fantasy
comedy,drama,family,romance,comedy,comedy,romance
drama,drama,drama,drama,drama,drama,drama
adult,drama,adult,adult,drama,adult,adult
drama,drama,short,western,drama,comedy,western
horror,documentary,music,talk-show,documentary,talk-show,talk-show
musical,drama,comedy,musical,comedy,comedy,musical
documentary,documentary,sci-fi,sci-fi,documentary,documentary,sci-fi
documentary,documentary,documentary,music,documentary,documentary,short
comedy,drama,drama,thriller,comedy,comedy,comedy
comedy,documentary,reality-tv,reality-tv,documentary,adventure,sport
sci-fi,documentary,sci-fi,sci-fi,sci-fi,sci-fi,sci-fi
crime,drama,thriller,thriller,drama,thriller,thriller
documentary,documentary,music,music,documentary,documentary,music
drama,documentary,documentary,short,short,short,short
drama,drama,drama,drama,drama,drama,romance
documentary,documentary,war,war,documentary,war,war
talk-show,documentary,talk-show,talk-show,comedy,talk-show,talk-show
drama,drama,comedy,drama,comedy,comedy,drama
documentary,documentary,fantasy,sci-fi,short,fantasy,sci-fi
comedy,drama,comedy,romance,drama,comedy,romance
drama,documentary,documentary,war,documentary,war,war
documentary,documentary,documentary,music,documentary,documentary,documentary
sci-fi,documentary,sci-fi,sci-fi,documentary,sci-fi,sci-fi
documentary,documentary,horror,horror,documentary,documentary,action
short,drama,short,horror,short,short,horror
family,documentary,reality-tv,talk-show,documentary,reality-tv,talk-show
comedy,drama,crime,crime,drama,action,adult
drama,drama,drama,drama,drama,drama,drama
comedy,drama,comedy,romance,comedy,comedy,romance
reality-tv,documentary,short,fantasy,short,short,fantasy
documentary,documentary,documentary,sport,documentary,documentary,sport
short,drama,comedy,thriller,drama,comedy,comedy
adult,drama,adult,adult,drama,adult,adult
short,documentary,short,musical,short,short,musical
documentary,documentary,history,mystery,documentary,documentary,mystery
short,documentary,horror,thriller,short,short,action
documentary,documentary,documentary,history,documentary,documentary,action
biography,documentary,news,talk-show,documentary,news,talk-show
drama,drama,thriller,romance,drama,romance,romance
documentary,documentary,documentary,biography,documentary,documentary,documentary
horror,drama,thriller,horror,drama,comedy,short
sci-fi,documentary,thriller,sci-fi,documentary,thriller,sci-fi
documentary,documentary,documentary,war,documentary,documentary,war
drama,documentary,documentary,news,documentary,documentary,news
documentary,documentary,documentary,history,documentary,documentary,history
game-show,documentary,game-show,game-show,game-show,game-show,game-show
drama,drama,romance,horror,drama,drama,family
drama,drama,drama,fantasy,drama,drama,fantasy
drama,drama,drama,short,drama,drama,short
adult,drama,comedy,adult,comedy,adult,adult
documentary,documentary,reality-tv,reality-tv,documentary,documentary,reality-tv
documentary,documentary,documentary,music,documentary,documentary,music
documentary,documentary,music,talk-show,documentary,documentary,news
romance,drama,adult,game-show,short,short,short
short,documentary,short,biography,documentary,short,biography
comedy,drama,drama,thriller,drama,drama,short
drama,drama,short,drama,documentary,short,documentary
documentary,documentary,documentary,war,documentary,documentary,talk-show
comedy,drama,comedy,romance,drama,comedy,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
comedy,drama,short,drama,drama,drama,drama
drama,drama,drama,crime,drama,drama,action
documentary,documentary,history,history,documentary,history,history
mystery,drama,action,western,drama,drama,western
comedy,drama,comedy,thriller,comedy,comedy,comedy
drama,drama,drama,romance,drama,romance,romance
comedy,drama,comedy,comedy,comedy,comedy,comedy
romance,drama,romance,romance,drama,family,romance
drama,drama,romance,thriller,drama,romance,romance
documentary,documentary,documentary,documentary,documentary,documentary,documentary
talk-show,documentary,talk-show,talk-show,talk-show,talk-show,talk-show
drama,drama,thriller,thriller,drama,drama,thriller
documentary,documentary,horror,sci-fi,documentary,documentary,sci-fi
drama,drama,drama,war,drama,drama,war
short,documentary,documentary,documentary,documentary,documentary,documentary
drama,drama,drama,romance,drama,romance,romance
thriller,drama,action,western,drama,action,western
short,documentary,documentary,news,documentary,documentary,news
comedy,drama,drama,horror,drama,drama,horror
reality-tv,documentary,reality-tv,reality-tv,reality-tv,reality-tv,reality-tv
documentary,documentary,documentary,biography,documentary,documentary,biography
documentary,documentary,music,music,documentary,documentary,music
drama,documentary,short,music,documentary,short,biography
action,documentary,documentary,talk-show,documentary,documentary,talk-show
drama,drama,drama,romance,drama,drama,romance
horror,documentary,horror,horror,horror,horror,horror
documentary,documentary,war,war,documentary,documentary,war
documentary,documentary,documentary,history,short,short,history
horror,drama,horror,horror,horror,horror,horror
musical,drama,thriller,horror,drama,drama,thriller
drama,documentary,documentary,biography,documentary,documentary,biography
drama,drama,war,war,drama,drama,war
drama,drama,drama,sci-fi,drama,drama,horror
comedy,documentary,music,game-show,documentary,documentary,news
drama,drama,drama,romance,drama,drama,drama
drama,drama,drama,drama,drama,drama,drama
drama,drama,comedy,sport,comedy,comedy,sport
documentary,documentary,documentary,horror,documentary,documentary,horror
documentary,documentary,documentary,western,documentary,short,western
western,drama,western,western,western,western,western
documentary,documentary,biography,biography,documentary,documentary,biography
documentary,documentary,short,news,documentary,short,news
documentary,drama,drama,thriller,drama,drama,musical
comedy,drama,drama,drama,drama,drama,drama
documentary,documentary,adventure,sci-fi,documentary,documentary,biography
documentary,documentary,reality-tv,reality-tv,short,short,war
documentary,documentary,documentary,talk-show,documentary,documentary,short
documentary,documentary,documentary,biography,documentary,documentary,biography
sci-fi,documentary,family,sci-fi,short,mystery,mystery
short,documentary,short,adult,short,short,short
